timestamp_ns,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,score,class_id,manual_vx,manual_vy
15837291449850,708.814,851.614,684.011,826.100,49.606,51.028,2531.278,0.91199,0,-0.19500,0.40500
15845499373690,770.626,849.120,745.385,823.784,50.483,50.672,2558.030,0.88847,0,-0.15500,0.40000
15845699433891,770.919,849.164,746.110,824.033,49.618,50.261,2493.870,0.88723,0,-0.15500,0.40000
15846033572422,770.919,849.151,745.958,824.049,49.923,50.203,2506.280,0.88064,0,-0.15500,0.40000
15846201371924,770.389,849.258,745.370,824.123,50.038,50.271,2515.464,0.88677,0,-0.15500,0.40000
15846333703348,769.704,849.446,744.332,824.333,50.743,50.226,2548.621,0.88635,0,-0.15500,0.40000
15846400406345,769.010,849.245,743.533,823.729,50.954,51.030,2600.183,0.87739,0,-0.15500,0.40000
15846700203905,771.155,848.568,748.620,824.531,45.070,48.076,2166.760,0.86035,2,-0.15500,0.40000
15846800593515,767.959,848.956,743.002,824.531,49.913,48.851,2438.296,0.85403,2,-0.15500,0.40000
15870558487994,960.946,894.684,935.344,868.995,51.205,51.377,2630.773,0.88645,0,-0.00000,0.44500
15870724318437,961.348,894.839,936.056,869.345,50.583,50.987,2579.073,0.89097,0,-0.00000,0.44500
15870891856774,961.678,894.715,936.348,868.985,50.660,51.459,2606.926,0.89506,0,-0.00000,0.44500
15871024971399,961.267,894.836,935.792,869.165,50.949,51.342,2615.784,0.89038,0,-0.00000,0.44500
15871125651498,961.741,894.824,936.664,869.102,50.153,51.444,2580.085,0.89475,0,-0.00000,0.44500
15871259082124,961.578,894.846,936.220,869.161,50.717,51.368,2605.260,0.89143,0,-0.00000,0.44500
15871392523562,961.788,894.936,936.292,869.237,50.993,51.397,2620.919,0.89201,0,-0.00000,0.44500
15871525564612,961.718,894.793,936.506,869.279,50.424,51.028,2573.034,0.89148,0,-0.00000,0.44500
15901422106590,961.625,894.386,936.179,868.973,50.893,50.825,2586.604,0.88618,0,-0.00000,0.44500
15901589264668,961.769,894.397,936.373,868.738,50.792,51.318,2606.531,0.88999,0,-0.00000,0.44500
15931352179956,1303.042,862.452,1278.943,837.374,48.196,50.156,2417.336,0.90522,0,0.26000,0.41000
15932720086393,1303.239,862.510,1279.209,837.546,48.059,49.928,2399.472,0.90812,0,0.27000,0.41000
15932953819186,1302.765,862.164,1278.179,836.996,49.173,50.336,2475.179,0.89948,0,0.27000,0.41000
15933153466172,1303.090,862.315,1278.792,836.940,48.597,50.750,2466.289,0.90381,0,0.27000,0.41000
15933321727572,1302.945,862.091,1278.855,836.874,48.179,50.435,2429.896,0.90333,0,0.27000,0.41000
15933521121563,1302.674,862.138,1278.438,837.132,48.471,50.012,2424.154,0.90305,0,0.27000,0.41000
